# !SESSION 2025-11-24 16:13:06.746
# version: 1.1
# verbose: true
# The following option strings are specified for this debug session:
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/debug=true
# 	org.eclipse.core.runtime/perf/success=true
# 	com._1c.g5.v8.dt.compare/debug=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/resource-processing=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/sync/console=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load=true
# 	org.eclipse.core.runtime/debug=true
# 	org.eclipse.core.runtime/perf=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.core/trace=true
# 	org.eclipse.wst.server.core/severe=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/platform=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/process=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud/tunnel/console=true
# 	com._1c.g5.v8.dt.platform.services.core/trace/infobase/load/object-resolve=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/debug=true
# 	com._1c.g5.v8.dt.platform.services.core/preferences/keep-temp-files/fail=true
# 	com.e1c.g5.v8.dt.platform.cloud.wst.core/trace=true
# 	com._1c.g5.v8.dt.platform.services.core/debug=true
# 	com._1c.g5.v8.dt.compare/trace/git-merge=true
# 	com.e1c.g5.v8.dt.platform.standaloneserver.wst.core/trace=true
# 	com.e1c.g5.v8.dt.platform.cloud.core/trace/cloud=true
| pool-1-thread-51 | 2025-11-24 16:13:06.746 | com.e1c.g5.v8.dt.platform.standaloneserver.wst.core | /trace | com.e1c.g5.v8.dt.internal.platform.standaloneserver.wst.core.StandaloneServerWstPlugin | trace | 195 | Populating runtimes upon service activation |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.658 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Opening designer session: DesignerSessionInfobaseConnection [v8project=Configuration:Configuration, infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@64777af9 (name: InfoBase1, uuid: 2b075434-7e1c-4f51-86d8-ffd502899050, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null), ][baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0, requiresSynchronization=true] |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.659 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing cached alive designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.743 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Opening designer session: DesignerSessionInfobaseConnection [v8project=Configuration:Configuration, infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@64777af9 (name: InfoBase1, uuid: 2b075434-7e1c-4f51-86d8-ffd502899050, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null), ][baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0, requiresSynchronization=true] |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.744 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing cached alive designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.753 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing alive cached designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.759 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing alive cached designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.760 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Executing in existing designer session: Retrieving list of changes from infobase InfoBase1 |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.761 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Sending to designer agent: config dump-files --dir="xml-changes-47540" --get-changes="changes.txt" --config-dump-info-for-changes="ConfigDumpInfo.xml" |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.882 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing alive cached designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.885 | com._1c.g5.v8.dt.platform.services.core | /trace/infobase/load | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Parsing infobase change file: C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0\xml-changes-47540\changes.txt |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.893 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating supported platform installations |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.904 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Opening designer session: DesignerSessionInfobaseConnection [v8project=Configuration:Configuration, infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@64777af9 (name: InfoBase1, uuid: 2b075434-7e1c-4f51-86d8-ffd502899050, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null), ][baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0, requiresSynchronization=false] |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.905 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing cached alive designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.916 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Running outside of designer session: Starting thin client for infobase InfoBase1 |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.917 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Reusing alive cached designer agent connection for infobase InfoBase1 from the pool |
| Worker-10: Launching Configuration Thin Client | 2025-11-24 16:15:12.918 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Starting thin client: [C:\Program Files (x86)\1cv8t\8.3.25.1560\bin\1cv8ct.exe, ENTERPRISE, /EnableCheckModal, /EnableCheckExtensionsAndAddInsSyncCalls, /F, C:\Users\Asus\OneDrive - 1C Viet Nam\Documents\InfoBase7, /DisableStartupMessages, /DisplayPerformance, /TechnicalSpecialistMode, /WA, +] |
| main | 2025-11-24 16:15:28.716 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating supported platform installations |
| main | 2025-11-24 16:15:28.717 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating registered platform installations |
| main | 2025-11-24 16:15:28.719 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Loaded list of platform installations from store: 6 total |
| main | 2025-11-24 16:15:32.178 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating supported platform installations |
| main | 2025-11-24 16:15:32.179 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating registered platform installations |
| main | 2025-11-24 16:15:32.180 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Loaded list of platform installations from store: 6 total |
| main | 2025-11-24 16:15:33.746 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating supported platform installations |
| main | 2025-11-24 16:15:33.747 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating registered platform installations |
| main | 2025-11-24 16:15:33.749 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Loaded list of platform installations from store: 6 total |
| main | 2025-11-24 16:15:37.867 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating supported platform installations |
| main | 2025-11-24 16:15:37.868 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating registered platform installations |
| main | 2025-11-24 16:15:37.871 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Loaded list of platform installations from store: 6 total |
| ModalContext | 2025-11-24 16:46:10.514 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Reevaluating registered platform installations |
| ModalContext | 2025-11-24 16:46:10.533 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Loaded list of platform installations from store: 6 total |
| ModalContext | 2025-11-24 16:46:10.564 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Going to close designer session: DesignerSessionInfobaseConnection [v8project=Configuration:Configuration, infobase=com._1c.g5.v8.dt.platform.services.model.impl.InfobaseReferenceImpl@64777af9 (name: InfoBase1, uuid: 2b075434-7e1c-4f51-86d8-ffd502899050, external: false, orderInList: -1.0, orderInTree: 0.0) (useProxy: NotUse, proxyServer: null, proxyPort: null, proxyUser: null, proxyPassword: null, clientConnectionSpeed: SelectAtStartup, authentication: PermitOsAuthentication, webserverAuthentication: PermitOsAuthentication, clientType: Auto, appArch: Auto, defaultClientType: Auto, version: 8.3, defaultVersion: null, webCommonInfoBaseUrl: null, additionalParameters: null, developmentServer: null, httpsCaCertificate: None, httpsClientCertificate: None, httpsClientCertificateFile: null, httpsClientCertificateSelectType: Recent, httpsClientNssPath: null, httpsClientNssCertificateName: null, httpsCaCertificateFile: null, showInList: false, updateUrl: null, mobilePublicKey: null), ][baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0, requiresSynchronization=false] |
| ModalContext | 2025-11-24 16:46:10.579 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Releasing cached designer agent connection with infobase InfoBase1 |
| ModalContext | 2025-11-24 16:46:10.596 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Releasing designer agent connection graceful=true, clean=true : DesignerAgentConnection[client=DesignerClient[sshSession=[host=localhost, port=49669, connected=true]], client.connected=true, server=Process[pid=18240, exitValue="not exited"], server.alive=true, server.pid=18240, agentBaseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318, type=DESIGNER_AGENT, connectionDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0, hostname=localhost, port=49669, fileTransfer=DelegatingDesignerFileTransfer[enabled=true, bypassFileNames=[ConfigDumpInfo.xml, load.lst, changes.txt], delegate=LocalDesignerFileTransfer[baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0]], fileTransferClient=null, session=ShellDesignerSession[channel=ChannelFacade[channel=[connected=true, closed=false, EOF=false], session=[host=localhost, port=49669, connected=true]]], transferingSession=com._1c.g5.designer.ssh.client.integration.TransferingDesignerSession@5a548137, isConnected=true, isOpen=true, isLaunchedByIde=true, resolveUserDirectory=true, connectionTimeout=PT1M] |
| ModalContext | 2025-11-24 16:46:10.603 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Sending infobase disconnect command to designer agent |
| ModalContext | 2025-11-24 16:46:11.238 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 218 | Sending shutdown command to designer agent |
| ModalContext | 2025-11-24 16:46:11.245 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Closing file transfer: DelegatingDesignerFileTransfer[enabled=true, bypassFileNames=[ConfigDumpInfo.xml, load.lst, changes.txt], delegate=LocalDesignerFileTransfer[baseDirectory=C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318\0]] |
| ModalContext | 2025-11-24 16:46:11.247 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Closing designer session: ShellDesignerSession[channel=ChannelFacade[channel=[connected=true, closed=false, EOF=false], session=[host=localhost, port=49669, connected=true]]] |
| ModalContext | 2025-11-24 16:46:11.266 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Disconnecting designer client: DesignerClient[sshSession=[host=localhost, port=49669, connected=false]] |
| ModalContext | 2025-11-24 16:46:11.268 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Terminating designer agent process: Process[pid=18240, exitValue="not exited"] |
| ModalContext | 2025-11-24 16:46:11.391 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Deleting agent directory: C:\Users\Asus\AppData\Local\Temp\1cedt\ssh-24318 |
| ModalContext | 2025-11-24 16:46:11.401 | com._1c.g5.v8.dt.platform.services.core | /trace/platform | com._1c.g5.v8.dt.internal.platform.services.core.PlatformServicesCore | trace | 234 | Removing from cache designer agent connection with infobase InfoBase1 |
